Symbol,Company Name,Cap Category,Sector,ISIN,Date of Listing,Index Source
ELGIRUBCO,Elgi Rubber Company Limited,Micro Cap,Chemicals,INE819L01012,10-AUG-2011,EQUITY_L (beyond Nifty 500)
ELIN,Elin Electronics Limited,Micro Cap,Electronics & Components,INE050401020,30-DEC-2022,EQUITY_L (beyond Nifty 500)
ELITECON,Elitecon International Limited,Micro Cap,Others / Diversified,INE669R01026,20-APR-2026,EQUITY_L (beyond Nifty 500)
ELLEN,Ellenbarrie Industrial Gases Limited,Micro Cap,Chemicals,INE236E01022,01-JUL-2025,Nifty Microcap 250
ELPROINTL,Elpro International Limited,Micro Cap,Others / Diversified,INE579B01039,20-APR-2026,EQUITY_L (beyond Nifty 500)
EMAMIPAP,Emami Paper Mills Limited,Micro Cap,Paper & Packaging,INE830C01026,30-MAY-2019,EQUITY_L (beyond Nifty 500)
EMAMIREAL,Emami Realty Limited,Micro Cap,Real Estate,INE778K01012,28-JUL-2010,EQUITY_L (beyond Nifty 500)
EMBDL,Embassy Developments Limited,Micro Cap,Realty,INE069I01010,23-MAR-2007,Nifty Microcap 250
EMIL,Electronics Mart India Limited,Micro Cap,Consumer Services,INE02YR01019,17-OCT-2022,Nifty Microcap 250
EMKAY,Emkay Global Financial Services Limited,Micro Cap,Financial Services,INE296H01011,28-APR-2006,EQUITY_L (beyond Nifty 500)
EMMBI,Emmbi Industries Limited,Micro Cap,Others / Diversified,INE753K01015,24-FEB-2010,EQUITY_L (beyond Nifty 500)
EMPOWER,Empower India Limited,Micro Cap,Power & Renewables,INE507F01023,20-APR-2026,EQUITY_L (beyond Nifty 500)
EMSLIMITED,EMS Limited,Micro Cap,Others / Diversified,INE0OV601013,21-SEP-2023,EQUITY_L (beyond Nifty 500)
EMUDHRA,eMudhra Limited,Micro Cap,Others / Diversified,INE01QM01018,01-JUN-2022,EQUITY_L (beyond Nifty 500)
ENERGYDEV,Energy Development Company Limited,Micro Cap,Others / Diversified,INE306C01019,02-NOV-2007,EQUITY_L (beyond Nifty 500)
ENIL,Entertainment Network (India) Limited,Micro Cap,Information Technology,INE265F01028,15-FEB-2006,EQUITY_L (beyond Nifty 500)
ENTERO,Entero Healthcare Solutions Limited,Micro Cap,Consumer Services,INE010601016,16-FEB-2024,Nifty Microcap 250
EPACK,EPACK Durable Limited,Micro Cap,Others / Diversified,INE0G5901015,30-JAN-2024,EQUITY_L (beyond Nifty 500)
EPACKPEB,EPack Prefab Technologies Limited,Micro Cap,Information Technology,INE0MLS01022,01-OCT-2025,EQUITY_L (beyond Nifty 500)
EPIGRAL,Epigral Limited,Micro Cap,Others / Diversified,INE071N01016,18-AUG-2021,EQUITY_L (beyond Nifty 500)
EPL,EPL Limited,Micro Cap,Capital Goods,INE255A01020,11-FEB-2002,Nifty Microcap 250
EQUIPPP,Equippp Social Impact Technologies Limited,Micro Cap,Information Technology,INE217G01035,19-MAY-2021,EQUITY_L (beyond Nifty 500)
EQUITASBNK,Equitas Small Finance Bank Limited,Micro Cap,Financial Services,INE063P01018,02-NOV-2020,Nifty Microcap 250
ESABINDIA,Esab India Limited,Micro Cap,Others / Diversified,INE284A01012,01-NOV-1995,EQUITY_L (beyond Nifty 500)
ESAFSFB,ESAF Small Finance Bank Limited,Micro Cap,Financial Services - Banks,INE818W01011,10-NOV-2023,EQUITY_L (beyond Nifty 500)
ESSARSHPNG,Essar Shipping Limited,Micro Cap,Logistics & Transportation,INE122M01019,15-NOV-2011,EQUITY_L (beyond Nifty 500)
ESSENTIA,Integra Essentia Limited,Micro Cap,Others / Diversified,INE418N01035,20-AUG-2013,EQUITY_L (beyond Nifty 500)
ESTER,Ester Industries Limited,Micro Cap,Others / Diversified,INE778B01029,20-JUN-2011,EQUITY_L (beyond Nifty 500)
ETHOSLTD,Ethos Limited,Micro Cap,Consumer Durables,INE04TZ01018,30-MAY-2022,Nifty Microcap 250
EUREKAFORB,Eureka Forbes Limited,Micro Cap,Consumer Durables,INE0KCE01017,11-SEP-2024,Nifty Microcap 250
EUROBOND,Euro Panel Products Limited,Micro Cap,Others / Diversified,INE505V01016,01-AUG-2025,EQUITY_L (beyond Nifty 500)
EUROPRATIK,Euro Pratik Sales Limited,Micro Cap,Others / Diversified,INE198501012,23-SEP-2025,EQUITY_L (beyond Nifty 500)
EUROTEXIND,Eurotex Industries and Exports Limited,Micro Cap,Logistics & Transportation,INE022C01012,31-JAN-1996,EQUITY_L (beyond Nifty 500)
EVEREADY,Eveready Industries India Limited,Micro Cap,Others / Diversified,INE128A01029,27-APR-2005,EQUITY_L (beyond Nifty 500)
EVERESTIND,Everest Industries Limited,Micro Cap,Others / Diversified,INE295A01018,29-MAR-1995,EQUITY_L (beyond Nifty 500)
EXCELINDUS,Excel Industries Limited,Micro Cap,Others / Diversified,INE369A01029,16-JUN-2004,EQUITY_L (beyond Nifty 500)
EXCELSOFT,Excelsoft Technologies Limited,Micro Cap,Information Technology,INE606N01019,26-NOV-2025,EQUITY_L (beyond Nifty 500)
EXICOM,Exicom Tele-Systems Limited,Micro Cap,Information Technology,INE777F01014,05-MAR-2024,EQUITY_L (beyond Nifty 500)
EXPLEOSOL,Expleo Solutions Limited,Micro Cap,Others / Diversified,INE201K01015,26-OCT-2009,EQUITY_L (beyond Nifty 500)
EXXARO,Exxaro Tiles Limited,Micro Cap,"Glass, Ceramics & Tiles",INE0GFE01026,16-AUG-2021,EQUITY_L (beyond Nifty 500)
FABTECH,Fabtech Technologies Limited,Micro Cap,Information Technology,INE0HF201011,07-OCT-2025,EQUITY_L (beyond Nifty 500)
FAIRCHEMOR,Fairchem Organics Limited,Micro Cap,Others / Diversified,INE0DNW01011,24-DEC-2020,EQUITY_L (beyond Nifty 500)
FAZE3Q,Faze Three Limited,Micro Cap,Others / Diversified,INE963C01033,18-NOV-2022,EQUITY_L (beyond Nifty 500)
FCL,Fineotex Chemical Limited,Micro Cap,Chemicals,INE045J01034,15-JAN-2015,EQUITY_L (beyond Nifty 500)
FCSSOFT,FCS Software Solutions Limited,Micro Cap,Information Technology,INE512B01022,21-SEP-2005,EQUITY_L (beyond Nifty 500)
FDC,FDC Limited,Micro Cap,Others / Diversified,INE258B01022,07-AUG-1997,EQUITY_L (beyond Nifty 500)
FEDDERSHOL,Fedders Holding Limited,Micro Cap,Others / Diversified,INE417D01020,20-APR-2026,EQUITY_L (beyond Nifty 500)
FEDFINA,Fedbank Financial Services Limited,Micro Cap,Financial Services,INE007N01010,30-NOV-2023,Nifty Microcap 250
FEL,Future Enterprises Limited,Micro Cap,Information Technology,INE623B01027,05-NOV-2001,EQUITY_L (beyond Nifty 500)
FELDVR,Future Enterprises Limited,Micro Cap,Information Technology,IN9623B01058,13-FEB-2009,EQUITY_L (beyond Nifty 500)
FERMENTA,Fermenta Biotech Limited,Micro Cap,Information Technology,INE225B01021,20-APR-2026,EQUITY_L (beyond Nifty 500)
FIBERWEB,Fiberweb (India) Limited,Micro Cap,Others / Diversified,INE296C01020,16-FEB-2022,EQUITY_L (beyond Nifty 500)
FIEMIND,Fiem Industries Limited,Micro Cap,Automobile and Auto Components,INE737H01014,19-OCT-2006,Nifty Microcap 250
FILATEX,Filatex India Limited,Micro Cap,Others / Diversified,INE816B01035,29-AUG-2011,EQUITY_L (beyond Nifty 500)
FILATFASH,Filatex Fashions Limited,Micro Cap,Textiles & Apparel,INE185E01021,06-MAY-2024,EQUITY_L (beyond Nifty 500)
FINEORG,Fine Organic Industries Limited,Micro Cap,Others / Diversified,INE686Y01026,02-JUL-2018,EQUITY_L (beyond Nifty 500)
FINKURVE,Finkurve Financial Services Limited,Micro Cap,Financial Services,INE734I01027,01-OCT-2025,EQUITY_L (beyond Nifty 500)
FINOPB,Fino Payments Bank Limited,Micro Cap,Financial Services - Banks,INE02NC01014,12-NOV-2021,EQUITY_L (beyond Nifty 500)
FINPIPE,Finolex Industries Limited,Micro Cap,Capital Goods,INE183A01024,08-FEB-1995,Nifty Microcap 250
FISCHER,Fischer Medical Ventures Limited,Micro Cap,Financial Services,INE771F01041,10-JUL-2025,EQUITY_L (beyond Nifty 500)
FLAIR,Flair Writing Industries Limited,Micro Cap,Metals & Mining,INE00Y201027,01-DEC-2023,EQUITY_L (beyond Nifty 500)
FLEXITUFF,Flexituff Ventures International Limited,Micro Cap,Financial Services,INE060J01017,19-OCT-2011,EQUITY_L (beyond Nifty 500)
FLFL,Future Lifestyle Fashions Limited,Micro Cap,Textiles & Apparel,INE452O01016,01-OCT-2013,EQUITY_L (beyond Nifty 500)
FMGOETZE,Federal-Mogul Goetze (India) Limited.,Micro Cap,Others / Diversified,INE529A01010,08-FEB-1995,EQUITY_L (beyond Nifty 500)
FMNL,Future Market Networks Limited,Micro Cap,Information Technology,INE360L01017,31-DEC-2010,EQUITY_L (beyond Nifty 500)
FOCUS,Focus Lighting and Fixtures Limited,Micro Cap,Metals & Mining,INE593W01028,24-NOV-2021,EQUITY_L (beyond Nifty 500)
FOODSIN,Foods & Inns Limited,Micro Cap,FMCG & Consumer Goods,INE976E01023,16-NOV-2021,EQUITY_L (beyond Nifty 500)
FOSECOIND,Foseco India Limited,Micro Cap,Others / Diversified,INE519A01011,05-MAY-2003,EQUITY_L (beyond Nifty 500)
FRACTAL,Fractal Analytics Limited,Micro Cap,Others / Diversified,INE212S01015,16-FEB-2026,EQUITY_L (beyond Nifty 500)
FRONTSP,Frontier Springs Limited,Micro Cap,Others / Diversified,INE572D01014,20-APR-2026,EQUITY_L (beyond Nifty 500)
FUSION,Fusion Finance Limited,Micro Cap,Financial Services,INE139R01012,15-NOV-2022,EQUITY_L (beyond Nifty 500)
GAEL,Gujarat Ambuja Exports Limited,Micro Cap,Fast Moving Consumer Goods,INE036B01030,11-OCT-2000,Nifty Microcap 250
GALAPREC,Gala Precision Engineering Limited,Micro Cap,Capital Goods & Engineering,INE0RE001014,09-SEP-2024,EQUITY_L (beyond Nifty 500)
GALAXYSURF,Galaxy Surfactants Limited,Micro Cap,Others / Diversified,INE600K01018,08-FEB-2018,EQUITY_L (beyond Nifty 500)
GANDHAR,Gandhar Oil Refinery (India) Limited,Micro Cap,Oil Gas & Energy,INE717W01049,30-NOV-2023,EQUITY_L (beyond Nifty 500)
GANDHITUBE,Gandhi Special Tubes Limited,Micro Cap,Others / Diversified,INE524B01027,31-JAN-2007,EQUITY_L (beyond Nifty 500)
GANECOS,Ganesha Ecosphere Limited,Micro Cap,Others / Diversified,INE845D01014,09-MAR-2015,EQUITY_L (beyond Nifty 500)
GANESHBE,Ganesh Benzoplast Limited,Micro Cap,Others / Diversified,INE388A01029,16-SEP-2021,EQUITY_L (beyond Nifty 500)
GANESHCP,Ganesh Consumer Products Limited,Micro Cap,FMCG & Consumer Goods,INE652V01016,29-SEP-2025,EQUITY_L (beyond Nifty 500)
GANESHHOU,GANESH HOUSING LIMITED,Micro Cap,Real Estate,INE460C01014,02-MAR-2007,EQUITY_L (beyond Nifty 500)
GANGAFORGE,Ganga Forging Limited,Micro Cap,Capital Goods & Engineering,INE691Z01023,06-JUL-2021,EQUITY_L (beyond Nifty 500)
GANGESSECU,Ganges Securities Limited,Micro Cap,Financial Services,INE335W01016,28-JUL-2017,EQUITY_L (beyond Nifty 500)
GARFIBRES,Garware Technical Fibres Limited,Micro Cap,Information Technology,INE276A01018,03-APR-2007,EQUITY_L (beyond Nifty 500)
GARUDA,Garuda Construction and Engineering Limited,Micro Cap,Capital Goods & Engineering,INE0JVO01026,15-OCT-2024,EQUITY_L (beyond Nifty 500)
GATECH,GACM Technologies Limited,Micro Cap,Information Technology,INE224E01028,25-JUL-2016,EQUITY_L (beyond Nifty 500)
GATECHDVR,GACM Technologies Limited,Micro Cap,Information Technology,INE224E01036,10-OCT-2017,EQUITY_L (beyond Nifty 500)
GATEWAY,Gateway Distriparks Limited,Micro Cap,Others / Diversified,INE079J01017,22-MAR-2022,EQUITY_L (beyond Nifty 500)
GAUDIUMIVF,Gaudium IVF and Women Health Limited,Micro Cap,Healthcare & Pharma,INE0P8B01020,27-FEB-2026,EQUITY_L (beyond Nifty 500)
GAYAHWS,Gayatri Highways Limited,Micro Cap,Construction & Infrastructure,INE287Z01012,28-JUN-2018,EQUITY_L (beyond Nifty 500)
GAYAPROJ,Gayatri Projects Limited,Micro Cap,Construction & Infrastructure,INE336H01023,22-AUG-2011,EQUITY_L (beyond Nifty 500)
GCSL,Gretex Corporate Services Limited,Micro Cap,Others / Diversified,INE199P01028,04-SEP-2025,EQUITY_L (beyond Nifty 500)
GEECEE,GeeCee Ventures Limited,Micro Cap,Financial Services,INE916G01016,04-OCT-2006,EQUITY_L (beyond Nifty 500)
GEEKAYWIRE,Geekay Wires Limited,Micro Cap,Others / Diversified,INE669X01032,06-MAR-2020,EQUITY_L (beyond Nifty 500)
GEMAROMA,Gem Aromatics Limited,Micro Cap,Others / Diversified,INE06XZ01023,26-AUG-2025,EQUITY_L (beyond Nifty 500)
GENCON,Generic Engineering Construction and Projects Limited,Micro Cap,Capital Goods & Engineering,INE854S01022,16-FEB-2021,EQUITY_L (beyond Nifty 500)
GENESYS,Genesys International Corporation Limited,Micro Cap,Others / Diversified,INE727B01026,23-JAN-2003,EQUITY_L (beyond Nifty 500)
GENUSPAPER,Genus Paper & Boards Limited,Micro Cap,Paper & Packaging,INE949P01018,16-FEB-2015,EQUITY_L (beyond Nifty 500)
GENUSPOWER,Genus Power Infrastructures Limited,Micro Cap,Power & Renewables,INE955D01029,08-JUL-2005,EQUITY_L (beyond Nifty 500)
GEOJITFSL,Geojit Financial Services Limited,Micro Cap,Financial Services,INE007B01023,01-JUL-2005,EQUITY_L (beyond Nifty 500)
GFLLIMITED,GFL Limited,Micro Cap,Others / Diversified,INE538A01037,25-MAY-1995,EQUITY_L (beyond Nifty 500)
GHCL,GHCL Limited,Micro Cap,Chemicals,INE539A01019,31-JUL-2003,Nifty Microcap 250
GHCLTEXTIL,GHCL Textiles Limited,Micro Cap,Textiles & Apparel,INE0PA801013,12-JUN-2023,EQUITY_L (beyond Nifty 500)
GICHSGFIN,GIC Housing Finance Limited,Micro Cap,Financial Services,INE289B01019,08-MAY-1996,EQUITY_L (beyond Nifty 500)
GICL,Globe International Carriers Limited,Micro Cap,Automobile & Auto Components,INE947T01022,18-FEB-2026,EQUITY_L (beyond Nifty 500)
GILLANDERS,Gillanders Arbuthnot & Company Limited,Micro Cap,Others / Diversified,INE047B01011,14-DEC-2009,EQUITY_L (beyond Nifty 500)
GINNIFILA,Ginni Filaments Limited,Micro Cap,Others / Diversified,INE424C01010,10-MAY-1995,EQUITY_L (beyond Nifty 500)
GIPCL,Gujarat Industries Power Company Limited,Micro Cap,Power & Renewables,INE162A01010,08-FEB-1995,EQUITY_L (beyond Nifty 500)
GKENERGY,GK Energy Limited,Micro Cap,Others / Diversified,INE1AG301022,26-SEP-2025,EQUITY_L (beyond Nifty 500)
GKSL,Gujarat Kidney And Super Speciality Limited,Micro Cap,Others / Diversified,INE0V0W01025,30-DEC-2025,EQUITY_L (beyond Nifty 500)
GKWLIMITED,GKW Limited,Micro Cap,Others / Diversified,INE528A01020,20-JUL-2009,EQUITY_L (beyond Nifty 500)
GLFL,Gujarat Lease Financing Limited,Micro Cap,Others / Diversified,INE540A01017,08-FEB-1995,EQUITY_L (beyond Nifty 500)
GLOBAL,Global Education Limited,Micro Cap,Education,INE291W01037,07-DEC-2020,EQUITY_L (beyond Nifty 500)
GLOBALE,Globale Tessile Limited,Micro Cap,Others / Diversified,INE0URU01010,27-AUG-2024,EQUITY_L (beyond Nifty 500)
GLOBALVECT,Global Vectra Helicorp Limited,Micro Cap,Others / Diversified,INE792H01019,27-OCT-2006,EQUITY_L (beyond Nifty 500)
GLOBE,GLOBE ENTERPRISES (INDIA) LIMITED,Micro Cap,Information Technology,INE581X01021,07-OCT-2020,EQUITY_L (beyond Nifty 500)
GLOBECIVIL,Globe Civil Projects Limited,Micro Cap,Construction & Infrastructure,INE0V3U01015,01-JUL-2025,EQUITY_L (beyond Nifty 500)
GLOBUSSPR,Globus Spirits Limited,Micro Cap,FMCG & Consumer Goods,INE615I01010,23-SEP-2009,EQUITY_L (beyond Nifty 500)
GLOSTERLTD,Gloster Limited,Micro Cap,Others / Diversified,INE350Z01018,26-APR-2024,EQUITY_L (beyond Nifty 500)
GLOTTIS,Glottis Limited,Micro Cap,Media & Entertainment,INE0TQE01026,07-OCT-2025,EQUITY_L (beyond Nifty 500)
GMBREW,GM Breweries Limited,Micro Cap,FMCG & Consumer Goods,INE075D01018,23-AUG-1995,EQUITY_L (beyond Nifty 500)
GMMPFAUDLR,GMM Pfaudler Limited,Micro Cap,Capital Goods,INE541A01023,05-MAR-2018,Nifty Microcap 250
GMRP&UI,GMR Power and Urban Infra Limited,Micro Cap,Power,INE0CU601026,23-MAR-2022,Nifty Microcap 250
GNA,GNA Axles Limited,Micro Cap,Automobile & Auto Components,INE934S01014,26-SEP-2016,EQUITY_L (beyond Nifty 500)
GNFC,Gujarat Narmada Valley Fertilizers and Chemicals Limited,Micro Cap,Chemicals,INE113A01013,17-MAY-1995,Nifty Microcap 250
GNRL,Gujarat Natural Resources Limited,Micro Cap,Others / Diversified,INE207H01018,20-APR-2026,EQUITY_L (beyond Nifty 500)
GOACARBON,Goa Carbon Limited,Micro Cap,Automobile & Auto Components,INE426D01013,05-JUN-2007,EQUITY_L (beyond Nifty 500)
GOCLCORP,GOCL Corporation Limited,Micro Cap,Others / Diversified,INE077F01035,26-JUN-2014,EQUITY_L (beyond Nifty 500)
GOCOLORS,Go Fashion (India) Limited,Micro Cap,Textiles & Apparel,INE0BJS01011,30-NOV-2021,EQUITY_L (beyond Nifty 500)
GODAVARIB,Godavari Biorefineries Limited,Micro Cap,Metals & Mining,INE497S01012,30-OCT-2024,EQUITY_L (beyond Nifty 500)
GODREJAGRO,Godrej Agrovet Limited,Micro Cap,Fast Moving Consumer Goods,INE850D01014,16-OCT-2017,Nifty Microcap 250
GOKEX,Gokaldas Exports Limited,Micro Cap,Textiles,INE887G01027,27-APR-2005,Nifty Microcap 250
GOKUL,Gokul Refoils and Solvent Limited,Micro Cap,Chemicals,INE020J01029,04-JUN-2008,EQUITY_L (beyond Nifty 500)
GOKULAGRO,Gokul Agro Resources Limited,Micro Cap,Fast Moving Consumer Goods,INE314T01033,11-MAR-2016,Nifty Microcap 250
GOLDENTOBC,Golden Tobacco Limited,Micro Cap,Metals & Mining,INE973A01010,08-FEB-1995,EQUITY_L (beyond Nifty 500)
GOLDIAM,Goldiam International Limited,Micro Cap,Metals & Mining,INE025B01025,29-AUG-2005,EQUITY_L (beyond Nifty 500)
GOLDTECH,AION-TECH SOLUTIONS LIMITED,Micro Cap,Information Technology,INE805A01014,11-APR-2001,EQUITY_L (beyond Nifty 500)
GOODLUCK,Goodluck India Limited,Micro Cap,Others / Diversified,INE127I01024,08-JAN-2015,EQUITY_L (beyond Nifty 500)
GOODYEAR,Goodyear India Limited,Micro Cap,Chemicals,INE533A01012,20-APR-2026,EQUITY_L (beyond Nifty 500)
GOPAL,Gopal Snacks Limited,Micro Cap,FMCG & Consumer Goods,INE0L9R01028,14-MAR-2024,EQUITY_L (beyond Nifty 500)
GOYALALUM,Goyal Aluminiums Limited,Micro Cap,Metals & Mining,INE705X01026,04-NOV-2022,EQUITY_L (beyond Nifty 500)
GPPL,Gujarat Pipavav Port Limited,Micro Cap,Services,INE517F01014,09-SEP-2010,Nifty Microcap 250
GPTHEALTH,GPT Healthcare Limited,Micro Cap,Healthcare & Pharma,INE486R01017,29-FEB-2024,EQUITY_L (beyond Nifty 500)
GPTINFRA,GPT Infraprojects Limited,Micro Cap,Construction & Infrastructure,INE390G01014,11-JUL-2016,EQUITY_L (beyond Nifty 500)
GRADIENTE,Gradiente Infotainment Limited,Micro Cap,Others / Diversified,INE361K01017,08-MAY-2026,EQUITY_L (beyond Nifty 500)
GRANDOAK,Grand Oak Canyons Distillery Limited,Micro Cap,FMCG & Consumer Goods,INE926B01016,20-APR-2026,EQUITY_L (beyond Nifty 500)
GRAUWEIL,Grauer & Weil India Limited,Micro Cap,Construction & Infrastructure,INE266D01021,20-APR-2026,EQUITY_L (beyond Nifty 500)
GRAVISSHO,Graviss Hospitality Limited,Micro Cap,Healthcare & Pharma,INE214F01026,20-APR-2026,EQUITY_L (beyond Nifty 500)
GREAVESCOT,Greaves Cotton Limited,Micro Cap,Capital Goods,INE224A01026,09-SEP-2004,Nifty Microcap 250
GREENLAM,Greenlam Industries Limited,Micro Cap,Others / Diversified,INE544R01021,02-MAR-2015,EQUITY_L (beyond Nifty 500)
GREENPANEL,Greenpanel Industries Limited,Micro Cap,Others / Diversified,INE08ZM01014,23-OCT-2019,EQUITY_L (beyond Nifty 500)
GREENPLY,Greenply Industries Limited,Micro Cap,Others / Diversified,INE461C01038,06-MAR-1996,EQUITY_L (beyond Nifty 500)
GREENPOWER,Orient Green Power Company Limited,Micro Cap,Power & Renewables,INE999K01014,08-OCT-2010,EQUITY_L (beyond Nifty 500)
GRINDWELL,Grindwell Norton Limited,Micro Cap,Others / Diversified,INE536A01023,11-SEP-2006,EQUITY_L (beyond Nifty 500)
GRINFRA,G R Infraprojects Limited,Micro Cap,Construction & Infrastructure,INE201P01022,19-JUL-2021,EQUITY_L (beyond Nifty 500)
GRMOVER,GRM Overseas Limited,Micro Cap,Others / Diversified,INE192H01020,07-SEP-2022,EQUITY_L (beyond Nifty 500)
GROBTEA,The Grob Tea Company Limited,Micro Cap,FMCG & Consumer Goods,INE646C01018,14-JUL-2016,EQUITY_L (beyond Nifty 500)
GRPLTD,GRP Limited,Micro Cap,Others / Diversified,INE137I01015,12-FEB-2015,EQUITY_L (beyond Nifty 500)
GRWRHITECH,Garware Hi-Tech Films Limited,Micro Cap,Capital Goods,INE291A01017,03-FEB-2022,Nifty Microcap 250
GSFC,Gujarat State Fertilizers & Chemicals Limited,Micro Cap,Chemicals,INE026A01025,06-SEP-1995,Nifty Microcap 250
GSLSU,Global Surfaces Limited,Micro Cap,Others / Diversified,INE0JSX01015,23-MAR-2023,EQUITY_L (beyond Nifty 500)
GSPCROP,GSP Crop Science Limited,Micro Cap,Agriculture,INE713R01022,24-MAR-2026,EQUITY_L (beyond Nifty 500)
GSS,GSS Infotech Limited,Micro Cap,Information Technology,INE871H01011,07-MAR-2008,EQUITY_L (beyond Nifty 500)
GTECJAINX,G-TEC JAINX EDUCATION LIMITED,Micro Cap,Education,INE586X01012,13-NOV-2020,EQUITY_L (beyond Nifty 500)
GTL,GTL Limited,Micro Cap,Others / Diversified,INE043A01012,29-MAR-1995,EQUITY_L (beyond Nifty 500)
GTLINFRA,GTL Infrastructure Limited,Micro Cap,Construction & Infrastructure,INE221H01019,09-NOV-2006,EQUITY_L (beyond Nifty 500)
GTPL,GTPL Hathway Limited,Micro Cap,Others / Diversified,INE869I01013,04-JUL-2017,EQUITY_L (beyond Nifty 500)
GUFICBIO,Gufic Biosciences Limited,Micro Cap,Others / Diversified,INE742B01025,19-OCT-2004,EQUITY_L (beyond Nifty 500)
GUJALKALI,Gujarat Alkalies and Chemicals Limited,Micro Cap,Chemicals,INE186A01019,07-AUG-1997,EQUITY_L (beyond Nifty 500)
GUJAPOLLO,Gujarat Apollo Industries Limited,Micro Cap,Others / Diversified,INE826C01016,04-JUN-2007,EQUITY_L (beyond Nifty 500)
GUJGASLTD,Gujarat Gas Limited,Micro Cap,Others / Diversified,INE844O01030,15-SEP-2015,EQUITY_L (beyond Nifty 500)
GUJRAFFIA,Gujarat Raffia Industries Limited,Micro Cap,Others / Diversified,INE610B01024,09-OCT-1996,EQUITY_L (beyond Nifty 500)
GUJTHEM,Gujarat Themis Biosyn Limited,Micro Cap,Others / Diversified,INE942C01045,25-FEB-2025,EQUITY_L (beyond Nifty 500)
GULFOILLUB,Gulf Oil Lubricants India Limited,Micro Cap,Oil Gas & Energy,INE635Q01029,31-JUL-2014,EQUITY_L (beyond Nifty 500)
GULFPETRO,GP Petroleums Limited,Micro Cap,Oil Gas & Energy,INE586G01017,24-SEP-2004,EQUITY_L (beyond Nifty 500)
GULPOLY,Gulshan Polyols Limited,Micro Cap,Others / Diversified,INE255D01024,28-JAN-2015,EQUITY_L (beyond Nifty 500)
GVKPIL,GVK Power & Infrastructure Limited,Micro Cap,Power & Renewables,INE251H01024,27-FEB-2006,EQUITY_L (beyond Nifty 500)
GVPIL,GE Power India Limited,Micro Cap,Power & Renewables,INE878A01011,19-APR-2000,EQUITY_L (beyond Nifty 500)
GVPTECH,GVP Infotech Limited,Micro Cap,Information Technology,INE382T01030,06-SEP-2022,EQUITY_L (beyond Nifty 500)
HALDER,Halder Venture Limited,Micro Cap,Financial Services,INE115S01010,19-JAN-2026,EQUITY_L (beyond Nifty 500)
HALDYNGL,Haldyn Glass Limited,Micro Cap,"Glass, Ceramics & Tiles",INE506D01020,20-APR-2026,EQUITY_L (beyond Nifty 500)
HALEOSLABS,HALEOS LABS LIMITED,Micro Cap,Healthcare & Pharma,INE320X01016,17-AUG-2017,EQUITY_L (beyond Nifty 500)
HAPPSTMNDS,Happiest Minds Technologies Limited,Micro Cap,Information Technology,INE419U01012,17-SEP-2020,Nifty Microcap 250
HAPPYFORGE,Happy Forgings Limited,Micro Cap,Capital Goods & Engineering,INE330T01021,27-DEC-2023,EQUITY_L (beyond Nifty 500)
HARDWYN,Hardwyn India Limited,Micro Cap,Others / Diversified,INE626Z01029,12-APR-2022,EQUITY_L (beyond Nifty 500)
HARIOMPIPE,Hariom Pipe Industries Limited,Micro Cap,Others / Diversified,INE00EV01017,13-APR-2022,EQUITY_L (beyond Nifty 500)
HARRMALAYA,Harrisons  Malayalam Limited,Micro Cap,Others / Diversified,INE544A01019,08-FEB-1995,EQUITY_L (beyond Nifty 500)
HARSHA,Harsha Engineers International Limited,Micro Cap,Capital Goods & Engineering,INE0JUS01029,26-SEP-2022,EQUITY_L (beyond Nifty 500)
HATHWAY,Hathway Cable & Datacom Limited,Micro Cap,Media Entertainment & Publication,INE982F01036,25-FEB-2010,EQUITY_L (beyond Nifty 500)
HATSUN,Hatsun Agro Product Limited,Micro Cap,Agriculture,INE473B01035,20-JUN-2014,EQUITY_L (beyond Nifty 500)
HAVISHA,Sri Havisha Hospitality and Infrastructure Limited,Micro Cap,Healthcare & Pharma,INE293B01029,16-FEB-2000,EQUITY_L (beyond Nifty 500)
HAWKINCOOK,Hawkins Cookers Limited,Micro Cap,Others / Diversified,INE979B01015,20-APR-2026,EQUITY_L (beyond Nifty 500)
HBESD,HB Estate Developers Limited,Micro Cap,Others / Diversified,INE640B01021,20-APR-2026,EQUITY_L (beyond Nifty 500)
HBSL,HB Stockholdings Limited,Micro Cap,Others / Diversified,INE550B01022,23-JUL-2018,EQUITY_L (beyond Nifty 500)
HCC,Hindustan Construction Company Limited,Micro Cap,Construction,INE549A01026,01-APR-2003,Nifty Microcap 250
HCG,Healthcare Global Enterprises Limited,Micro Cap,Healthcare,INE075I01017,30-MAR-2016,Nifty Microcap 250
HCL-INSYS,HCL Infosystems Limited,Micro Cap,Information Technology,INE236A01020,01-JAN-1997,EQUITY_L (beyond Nifty 500)
HDIL,Housing Development and Infrastructure Limited,Micro Cap,Construction & Infrastructure,INE191I01012,24-JUL-2007,EQUITY_L (beyond Nifty 500)
HEADSUP,Heads UP Ventures Limited,Micro Cap,Financial Services,INE759V01019,14-DEC-2016,EQUITY_L (beyond Nifty 500)
HEALTHX,Health X Platform Limited,Micro Cap,Healthcare & Pharma,INE019J01013,05-OCT-2010,EQUITY_L (beyond Nifty 500)
HECPROJECT,HEC Infra Projects Limited,Micro Cap,Construction & Infrastructure,INE558R01013,30-DEC-2021,EQUITY_L (beyond Nifty 500)
